10000 25000
2634 8820 11.1625
2635 1346 12.1625
2636 8577 14.1625
2637 6635 8.16254
2638 817 6.16254
2639 878 8.16254
2640 5009 13.1625
2641 2254 12.1625
2642 3957 8.16254
2643 4467 9.16254
2644 8973 8.16254
2645 7989 13.1625
2646 5748 6.16254
2647 7157 11.1625
2648 4389 8.16254
2649 8909 12.1625
2650 5460 8.16254
2651 4564 6.16254
2652 9087 6.16254
2653 1991 5.16254
2654 1026 7.16254
2655 7404 12.1625
2656 2476 6.16254
2657 7979 10.1625
2658 1342 10.1625
2659 7481 8.16254
2660 6456 14.1625
2661 3182 9.16254
2662 4106 9.16254
2663 2002 12.1625
2664 8560 14.1625
2665 4871 6.16254
2666 2751 5.16254
2667 8060 6.16254
2668 3801 6.16254
2669 3326 10.1625
2670 6085 13.1625
2671 864 10.1625
2672 5136 12.1625
2673 8160 11.1625
2674 4456 7.16254
2675 9960 8.16254
2676 2697 7.16254
2677 6283 8.16254
2678 5065 5.16254
2679 47 13.1625
2680 781 11.1625
2681 812 11.1625
2682 5937 9.16254
2683 6954 7.16254
2684 2090 6.16254
2685 6149 8.16254
2686 5759 5.16254
2687 8321 9.16254
2688 9021 8.16254
2689 8958 10.1625
2690 3708 7.16254
2691 9138 5.16254
2692 3645 13.1625
2693 7957 8.16254
2694 6873 12.1625
2695 5501 6.16254
2696 4506 8.16254
2697 2770 8.16254
2698 8351 13.1625
2699 1765 14.1625
2700 3172 8.16254
2701 202 10.1625
2702 8092 7.16254
2703 9828 11.1625
2704 8170 7.16254
2705 3759 9.16254
2706 9289 7.16254
2707 1451 5.16254
2708 9903 6.16254
2709 4810 5.16254
2710 8995 5.16254
2711 6014 8.16254
2712 9790 8.16254
2713 5528 10.1625
2714 94 9.16254
2715 168 10.1625
2716 6791 13.1625
2717 5362 9.16254
2718 3640 7.16254
2719 5165 5.16254
2720 7144 11.1625
2721 6856 13.1625
2722 3405 6.16254
2723 2535 5.16254
2724 881 13.1625
2725 1669 6.16254
2726 823 10.1625
2727 3380 9.16254
2728 8052 10.1625
2729 1922 7.16254
2730 7785 12.1625
2731 6159 14.1625
2732 5625 7.16254
2733 2628 14.1625
2734 8296 13.1625
2735 4242 13.1625
2736 8300 9.16254
2737 3460 9.16254
2738 2571 5.16254
2739 8180 14.1625
2740 6506 11.1625
2741 3330 12.1625
2742 9116 14.1625
2743 9526 8.16254
2744 8783 11.1625
2745 63 9.16254
2746 6704 12.1625
2747 2731 7.16254
2748 7745 5.16254
2749 4760 10.1625
2750 6317 8.16254
2751 3067 12.1625
2752 3267 10.1625
2753 9488 9.16254
2754 5688 11.1625
2755 9291 9.16254
2756 9102 11.1625
2757 1108 11.1625
2758 4079 14.1625
2759 137 9.16254
2760 5249 14.1625
2761 9434 8.16254
2762 8005 11.1625
2763 5866 12.1625
2764 2272 7.16254
2765 4958 14.1625
2766 1214 14.1625
2767 6372 10.1625
2768 9300 12.1625
2769 1903 6.16254
2770 5114 10.1625
2771 8767 5.16254
2772 6982 9.16254
2773 5601 8.16254
2774 3676 13.1625
2775 5509 8.16254
2776 7521 13.1625
2777 881 10.1625
2778 275 12.1625
2779 4443 8.16254
2780 8958 13.1625
2781 2719 9.16254
2782 593 5.16254
2783 6236 10.1625
2784 6535 8.16254
2785 6466 10.1625
2786 919 11.1625
2787 7449 11.1625
2788 8275 8.16254
2789 2129 11.1625
2790 1955 12.1625
2791 2461 9.16254
2792 4165 13.1625
2793 8168 7.16254
2794 1674 10.1625
2795 152 9.16254
2796 3597 6.16254
2797 2388 11.1625
2798 5127 7.16254
2799 5667 9.16254
2800 9929 7.16254
2801 4896 13.1625
2802 8951 13.1625
2803 3498 6.16254
2804 8563 9.16254
2805 763 12.1625
2806 4849 5.16254
2807 3161 6.16254
2808 8149 8.16254
2809 8202 11.1625
2810 7107 9.16254
2811 3621 13.1625
2812 4391 9.16254
2813 6477 7.16254
2814 7799 13.1625
2815 2765 13.1625
2816 5863 13.1625
2817 1744 8.16254
2818 1592 7.16254
2819 5208 8.16254
2820 2452 12.1625
2821 3839 8.16254
2822 778 9.16254
2823 9481 13.1625
2824 1496 9.16254
2825 1917 8.16254
2826 9203 5.16254
2827 2473 13.1625
2828 4713 13.1625
2829 6279 11.1625
2830 4261 12.1625
2831 1826 6.16254
2832 8289 5.16254
2833 8105 12.1625
2834 8812 7.16254
2835 1620 9.16254
2836 868 7.16254
2837 150 14.1625
2838 5625 12.1625
2839 3739 6.16254
2840 2063 9.16254
2841 8889 7.16254
2842 4361 12.1625
2843 6445 5.16254
2844 3479 7.16254
2845 4753 12.1625
2846 3352 8.16254
2847 9448 5.16254
2848 1732 10.1625
2849 3107 6.16254
2850 2451 6.16254
2851 4974 6.16254
2852 4935 11.1625
2853 8129 11.1625
2854 9502 6.16254
2855 848 14.1625
2856 2274 10.1625
2857 2834 7.16254
2858 4266 10.1625
2859 8874 6.16254
2860 6751 9.16254
2861 5486 14.1625
2862 1790 13.1625
2863 3329 8.16254
2864 4072 5.16254
2865 7231 12.1625
2866 5912 8.16254
2867 1425 6.16254
2868 496 7.16254
2869 2991 14.1625
2870 4590 12.1625
2871 3148 6.16254
2872 6742 8.16254
2873 6664 14.1625
2874 8426 6.16254
2875 337 10.1625
2876 9168 5.16254
2877 6865 9.16254
2878 3924 13.1625
2879 6064 13.1625
2880 1379 13.1625
2881 7685 9.16254
2882 8667 12.1625
2883 9721 10.1625
2884 1831 10.1625
2885 2329 10.1625
2886 8135 11.1625
2887 6450 13.1625
2888 3043 7.16254
2889 9051 12.1625
2890 8655 5.16254
2891 9813 5.16254
2892 9959 5.16254
2893 1948 9.16254
2894 39 12.1625
2895 3463 14.1625
2896 4474 7.16254
2897 8710 14.1625
2898 1843 6.16254
2899 5471 8.16254
2900 2730 8.16254
2901 3261 5.16254
2902 4861 11.1625
2903 492 6.16254
2904 2828 14.1625
2905 957 11.1625
2906 2098 7.16254
2907 2473 7.16254
2908 9032 11.1625
2909 7524 7.16254
2910 5599 10.1625
2911 2074 5.16254
2912 5302 13.1625
2913 6380 13.1625
2914 2383 14.1625
2915 2402 5.16254
2916 1236 6.16254
2917 9144 11.1625
2918 5376 6.16254
2919 5584 6.16254
2920 2345 14.1625
2921 2853 9.16254
2922 8895 11.1625
2923 9665 12.1625
2924 1330 12.1625
2925 167 12.1625
2926 1344 10.1625
2927 8585 6.16254
2928 7772 5.16254
2929 5374 12.1625
2930 8402 10.1625
2931 8434 10.1625
2932 5023 14.1625
2933 8901 11.1625
2934 381 9.16254
2935 1769 10.1625
2936 2611 12.1625
2937 335 11.1625
2938 9948 13.1625
2939 4184 13.1625
2940 357 9.16254
2941 9791 6.16254
2942 1339 10.1625
2943 9929 12.1625
2944 4927 10.1625
2945 851 13.1625
2946 6246 10.1625
2947 6134 12.1625
2948 31 5.16254
2949 3252 5.16254
2950 1105 10.1625
2951 6304 12.1625
2952 9643 12.1625
2953 9971 12.1625
2954 9805 13.1625
2955 4036 11.1625
2956 1672 8.16254
2957 5029 11.1625
2958 3789 6.16254
2959 3705 11.1625
2960 3429 7.16254
2961 3630 14.1625
2962 5426 7.16254
2963 2528 10.1625
2964 7965 10.1625
2965 9034 11.1625
2966 2384 7.16254
2967 7534 7.16254
2968 5144 5.16254
2969 4785 5.16254
2970 4827 14.1625
2971 8278 8.16254
2972 4233 10.1625
2973 2675 8.16254
2974 3016 12.1625
2975 8322 12.1625
2976 2521 12.1625
2977 9286 5.16254
2978 4882 13.1625
2979 6569 7.16254
2980 9178 7.16254
2981 5083 9.16254
2982 2527 11.1625
2983 6756 13.1625
2984 1708 7.16254
2985 5787 12.1625
2986 1947 10.1625
2987 6200 9.16254
2988 540 9.16254
2989 5786 6.16254
2990 5258 5.16254
2991 1585 10.1625
2992 7644 11.1625
2993 7309 13.1625
2994 4269 9.16254
2995 6957 14.1625
2996 2649 8.16254
2997 6594 10.1625
2998 4661 9.16254
2999 4431 6.16254
3000 6475 6.16254
3001 4488 13.1625
3002 5868 8.16254
3003 6187 6.16254
3004 9566 9.16254
3005 1548 7.16254
3006 7666 7.16254
3007 5769 10.1625
3008 5587 12.1625
3009 9421 11.1625
3010 123 12.1625
3011 4888 7.16254
3012 8421 6.16254
3013 9532 12.1625
3014 7998 7.16254
3015 2618 10.1625
3016 7348 5.16254
3017 4480 9.16254
3018 9378 8.16254
3019 1208 9.16254
3020 4225 6.16254
3021 8517 11.1625
3022 9053 6.16254
3023 8785 10.1625
3024 8948 13.1625
3025 6081 9.16254
3026 6170 14.1625
3027 5010 8.16254
3028 5617 11.1625
3029 841 14.1625
3030 90 5.16254
3031 9672 10.1625
3032 2148 7.16254
3033 3820 13.1625
3034 6404 6.16254
3035 5220 10.1625
3036 950 10.1625
3037 5686 5.16254
3038 8026 10.1625
3039 6228 12.1625
3040 5845 14.1625
3041 9213 8.16254
3042 4862 5.16254
3043 9773 5.16254
3044 350 13.1625
3045 7260 11.1625
3046 5656 12.1625
3047 1044 8.16254
3048 2671 9.16254
3049 2497 10.1625
3050 3058 14.1625
3051 4453 7.16254
3052 1458 9.16254
3053 5596 10.1625
3054 7777 14.1625
3055 9625 11.1625
3056 4136 11.1625
3057 8804 13.1625
3058 6228 13.1625
3059 4226 8.16254
3060 776 6.16254
3061 8601 14.1625
3062 4 9.16254
3063 5820 6.16254
3064 7674 14.1625
3065 6498 5.16254
3066 7618 6.16254
3067 6325 5.16254
3068 4256 11.1625
3069 1727 13.1625
3070 3747 5.16254
3071 8823 11.1625
3072 3358 11.1625
3073 1630 9.16254
3074 7790 10.1625
3075 7748 11.1625
3076 8925 6.16254
3077 8164 5.16254
3078 9160 7.16254
3079 4770 14.1625
3080 5467 6.16254
3081 734 9.16254
3082 5385 9.16254
3083 3746 6.16254
3084 8981 7.16254
3085 4842 13.1625
3086 9991 11.1625
3087 3778 5.16254
3088 2877 5.16254
3089 4519 14.1625
3090 2847 9.16254
3091 2400 11.1625
3092 1783 10.1625
3093 705 11.1625
3094 7714 6.16254
3095 945 7.16254
3096 9909 13.1625
3097 6269 12.1625
3098 322 10.1625
3099 6520 10.1625
3100 8654 7.16254
3101 5198 8.16254
3102 5029 5.16254
3103 5161 6.16254
3104 5968 5.16254
3105 3322 5.16254
3106 3532 5.16254
3107 591 9.16254
3108 9451 14.1625
3109 9424 9.16254
3110 9935 12.1625
3111 350 10.1625
3112 3632 10.1625
3113 6724 5.16254
3114 9800 11.1625
3115 6422 7.16254
3116 4609 6.16254
3117 1850 12.1625
3118 2182 14.1625
3119 711 11.1625
3120 8276 7.16254
3121 8549 13.1625
3122 2921 13.1625
3123 290 6.16254
3124 3601 10.1625
3125 9540 13.1625
3126 1668 9.16254
3127 6548 5.16254
3128 9675 13.1625
3129 2419 9.16254
3130 6519 13.1625
3131 2680 10.1625
3132 2047 8.16254
3133 2350 10.1625
3134 1544 9.16254
3135 5544 13.1625
3136 261 6.16254
3137 4794 8.16254
3138 4818 7.16254
3139 5556 12.1625
3140 6383 7.16254
3141 5123 7.16254
3142 9735 5.16254
3143 6517 12.1625
3144 4946 10.1625
3145 2054 12.1625
3146 944 6.16254
3147 5759 12.1625
3148 9265 11.1625
3149 385 7.16254
3150 4336 10.1625
3151 3795 14.1625
3152 1608 13.1625
3153 9362 11.1625
3154 5258 5.16254
3155 8011 7.16254
3156 4764 7.16254
3157 9693 5.16254
3158 6390 6.16254
3159 5495 10.1625
3160 8313 7.16254
3161 5967 9.16254
3162 2285 12.1625
3163 5414 6.16254
3164 3001 11.1625
3165 7108 11.1625
3166 4894 11.1625
3167 3518 5.16254
3168 1077 8.16254
3169 6094 14.1625
3170 966 8.16254
3171 7977 13.1625
3172 407 13.1625
3173 232 5.16254
3174 7048 12.1625
3175 1299 13.1625
3176 4860 5.16254
3177 9367 11.1625
3178 2158 11.1625
3179 1862 11.1625
3180 3746 7.16254
3181 5662 14.1625
3182 1457 7.16254
3183 8308 10.1625
3184 5227 5.16254
3185 8870 6.16254
3186 1675 11.1625
3187 1925 6.16254
3188 9268 14.1625
3189 462 11.1625
3190 1050 5.16254
3191 4845 6.16254
3192 2192 6.16254
3193 4639 6.16254
3194 2160 11.1625
3195 2674 9.16254
3196 7054 6.16254
3197 7712 14.1625
3198 684 12.1625
3199 2630 6.16254
3200 3590 13.1625
3201 3688 7.16254
3202 1515 9.16254
3203 8929 9.16254
3204 935 13.1625
3205 8684 10.1625
3206 5899 12.1625
3207 9479 7.16254
3208 908 12.1625
3209 5606 14.1625
3210 622 9.16254
3211 557 9.16254
3212 1366 6.16254
3213 7771 8.16254
3214 5875 14.1625
3215 9543 12.1625
3216 3486 7.16254
3217 7896 11.1625
3218 428 14.1625
3219 8950 11.1625
3220 9383 8.16254
3221 6514 14.1625
3222 4330 7.16254
3223 6540 7.16254
3224 114 5.16254
3225 1471 10.1625
3226 5175 12.1625
3227 1578 8.16254
3228 1881 11.1625
3229 174 14.1625
3230 2917 11.1625
3231 388 12.1625
3232 4533 8.16254
3233 4569 13.1625
3234 6693 11.1625
3235 9490 7.16254
3236 2738 13.1625
3237 4526 8.16254
3238 3582 13.1625
3239 5471 8.16254
3240 6378 13.1625
3241 7597 9.16254
3242 554 7.16254
3243 9678 14.1625
3244 3272 5.16254
3245 3357 11.1625
3246 1155 14.1625
3247 4175 13.1625
3248 5194 5.16254
3249 651 12.1625
3250 3848 7.16254
3251 1131 14.1625
3252 7729 10.1625
3253 6820 11.1625
3254 9888 14.1625
3255 6591 9.16254
3256 818 14.1625
3257 987 5.16254
3258 8111 5.16254
3259 6972 5.16254
3260 2103 6.16254
3261 9156 5.16254
3262 7239 8.16254
3263 8946 10.1625
3264 5242 11.1625
3265 5904 7.16254
3266 2905 9.16254
3267 8843 8.16254
3268 5857 11.1625
3269 5112 9.16254
3270 9539 5.16254
3271 3597 14.1625
3272 9057 14.1625
3273 6477 6.16254
3274 6833 5.16254
3275 137 9.16254
3276 6944 6.16254
3277 3777 12.1625
3278 4208 9.16254
3279 9782 5.16254
3280 5488 14.1625
3281 126 8.16254
3282 4306 12.1625
3283 2194 11.1625
3284 6216 5.16254
3285 5911 8.16254
3286 2176 6.16254
3287 9280 7.16254
3288 7258 9.16254
3289 1569 10.1625
3290 2374 6.16254
3291 6194 5.16254
3292 1000 9.16254
3293 5086 6.16254
3294 4279 9.16254
3295 6243 6.16254
3296 2140 12.1625
3297 9744 13.1625
3298 5339 10.1625
3299 8194 5.16254
3300 2411 11.1625
3301 8895 12.1625
3302 6780 13.1625
3303 570 8.16254
3304 7100 5.16254
3305 1296 5.16254
3306 5428 14.1625
3307 376 11.1625
3308 7463 7.16254
3309 4802 11.1625
3310 3497 8.16254
3311 3094 14.1625
3312 7415 11.1625
3313 3667 13.1625
3314 7942 8.16254
3315 5894 5.16254
3316 7551 9.16254
3317 8107 6.16254
3318 6132 7.16254
3319 9953 13.1625
3320 2399 9.16254
3321 4290 8.16254
3322 324 8.16254
3323 7421 5.16254
3324 1712 7.16254
3325 2695 9.16254
3326 6435 12.1625
3327 2429 13.1625
3328 1793 10.1625
3329 9771 14.1625
3330 7959 12.1625
3331 3256 6.16254
3332 5203 14.1625
3333 1426 10.1625
3334 3206 14.1625
3335 6151 12.1625
3336 4213 6.16254
3337 6598 7.16254
3338 6691 10.1625
3339 5489 10.1625
3340 9408 7.16254
3341 5195 7.16254
3342 7139 12.1625
3343 2861 11.1625
3344 5304 14.1625
3345 252 9.16254
3346 3046 12.1625
3347 1941 12.1625
3348 8036 6.16254
3349 9586 7.16254
3350 6330 12.1625
3351 8431 13.1625
3352 9345 7.16254
3353 8245 13.1625
3354 633 11.1625
3355 7605 11.1625
3356 5085 9.16254
3357 634 14.1625
3358 3590 9.16254
3359 1158 12.1625
3360 7710 6.16254
3361 5325 7.16254
3362 8083 5.16254
3363 589 13.1625
3364 635 11.1625
3365 7364 9.16254
3366 9079 7.16254
3367 675 9.16254
3368 2409 11.1625
3369 7627 9.16254
3370 5821 14.1625
3371 6249 5.16254
3372 1199 6.16254
3373 3132 5.16254
3374 1961 11.1625
3375 5267 6.16254
3376 8866 5.16254
3377 3593 14.1625
3378 7860 9.16254
3379 4654 8.16254
3380 7523 5.16254
3381 8626 11.1625
3382 7816 8.16254
3383 8193 14.1625
3384 1389 12.1625
3385 6433 8.16254
3386 4219 10.1625
3387 1283 7.16254
3388 2731 11.1625
3389 208 11.1625
3390 3453 6.16254
3391 7528 7.16254
3392 6069 7.16254
3393 854 8.16254
3394 8469 6.16254
3395 5591 6.16254
3396 9110 10.1625
3397 4179 9.16254
3398 6685 7.16254
3399 320 14.1625
3400 1359 5.16254
3401 8450 10.1625
3402 1020 12.1625
3403 997 12.1625
3404 7313 5.16254
3405 27 12.1625
3406 9845 8.16254
3407 4670 10.1625
3408 3425 10.1625
3409 3011 13.1625
3410 4198 5.16254
3411 9470 13.1625
3412 4404 6.16254
3413 1820 10.1625
3414 770 7.16254
3415 2330 7.16254
3416 477 5.16254
3417 9289 14.1625
3418 3679 13.1625
3419 6830 7.16254
3420 4656 8.16254
3421 4925 9.16254
3422 7578 6.16254
3423 3584 11.1625
3424 8285 8.16254
3425 6063 9.16254
3426 6781 13.1625
3427 5794 5.16254
3428 3931 7.16254
3429 5440 10.1625
3430 1338 8.16254
3431 8412 12.1625
3432 134 13.1625
3433 4894 7.16254
3434 1154 13.1625
3435 7971 13.1625
3436 1748 10.1625
3437 3478 5.16254
3438 4076 12.1625
3439 3495 11.1625
3440 5241 10.1625
3441 4847 8.16254
3442 6675 13.1625
3443 4791 10.1625
3444 1422 7.16254
3445 6890 11.1625
3446 1168 6.16254
3447 7739 5.16254
3448 6170 11.1625
3449 8280 6.16254
3450 7523 13.1625
3451 6299 12.1625
3452 9149 11.1625
3453 181 9.16254
3454 8423 11.1625
3455 7172 8.16254
3456 4817 8.16254
3457 7270 13.1625
3458 5827 6.16254
3459 3682 10.1625
3460 5459 12.1625
3461 4756 5.16254
3462 9040 5.16254
3463 1094 8.16254
3464 8294 9.16254
3465 5700 6.16254
3466 7209 10.1625
3467 6673 13.1625
3468 4944 13.1625
3469 1170 12.1625
3470 532 9.16254
3471 199 14.1625
3472 1945 14.1625
3473 8425 10.1625
3474 2697 8.16254
3475 9768 13.1625
3476 7428 10.1625
3477 9530 7.16254
3478 186 8.16254
3479 4846 8.16254
3480 1583 6.16254
3481 5882 7.16254
3482 5712 12.1625
3483 6735 8.16254
3484 993 9.16254
3485 8772 8.16254
3486 7830 10.1625
3487 40 8.16254
3488 9605 9.16254
3489 714 7.16254
3490 3738 6.16254
3491 3624 7.16254
3492 6591 8.16254
3493 802 8.16254
3494 5363 9.16254
3495 8423 12.1625
3496 9359 11.1625
3497 5739 11.1625
3498 8444 7.16254
3499 477 6.16254
3500 1964 11.1625
3501 4128 14.1625
3502 9803 6.16254
3503 2737 13.1625
3504 4216 8.16254
3505 4878 9.16254
3506 5517 8.16254
3507 2287 8.16254
3508 4823 8.16254
3509 3635 10.1625
3510 3484 12.1625
3511 8715 11.1625
3512 7948 9.16254
3513 1083 6.16254
3514 8514 11.1625
3515 7414 11.1625
3516 2393 5.16254
3517 3439 11.1625
3518 7294 7.16254
3519 4772 5.16254
3520 1211 10.1625
3521 2632 5.16254
3522 9737 10.1625
3523 2003 13.1625
3524 1174 8.16254
3525 7913 12.1625
3526 9280 13.1625
3527 9085 13.1625
3528 2668 6.16254
3529 5205 9.16254
3530 3312 8.16254
3531 6409 7.16254
3532 7329 6.16254
3533 1067 14.1625
3534 6026 9.16254
3535 7718 14.1625
3536 7074 12.1625
3537 5548 6.16254
3538 6853 11.1625
3539 4538 8.16254
3540 6355 11.1625
3541 5850 7.16254
3542 665 13.1625
3543 2866 8.16254
3544 8270 7.16254
3545 7681 14.1625
3546 2276 5.16254
3547 453 9.16254
3548 3940 8.16254
3549 5812 10.1625
3550 8943 10.1625
3551 369 6.16254
3552 5465 12.1625
3553 4413 12.1625
3554 6635 11.1625
3555 3511 7.16254
3556 2987 11.1625
3557 211 14.1625
3558 5882 5.16254
3559 6985 11.1625
3560 4314 6.16254
3561 8901 7.16254
3562 341 7.16254
3563 9360 8.16254
3564 2458 7.16254
3565 7413 12.1625
3566 289 11.1625
3567 7420 7.16254
3568 5284 11.1625
3569 1239 13.1625
3570 2369 10.1625
3571 8075 12.1625
3572 7277 13.1625
3573 591 13.1625
3574 6111 7.16254
3575 479 7.16254
3576 5409 9.16254
3577 8599 11.1625
3578 318 8.16254
3579 1615 11.1625
3580 4717 9.16254
3581 7343 10.1625
3582 9977 10.1625
3583 3926 11.1625
3584 8181 7.16254
3585 347 10.1625
3586 3080 12.1625
3587 9071 5.16254
3588 9874 8.16254
3589 5101 12.1625
3590 8822 13.1625
3591 9576 14.1625
3592 6543 14.1625
3593 1565 8.16254
3594 9302 6.16254
3595 2804 7.16254
3596 6957 8.16254
3597 610 12.1625
3598 6495 13.1625
3599 3780 8.16254
3600 2866 7.16254
3601 9975 14.1625
3602 5714 9.16254
3603 6305 14.1625
3604 294 5.16254
3605 4740 8.16254
3606 8570 7.16254
3607 4931 10.1625
3608 5659 7.16254
3609 3560 13.1625
3610 2843 13.1625
3611 566 5.16254
3612 8094 6.16254
3613 8318 8.16254
3614 8876 10.1625
3615 2434 6.16254
3616 9390 13.1625
3617 7689 13.1625
3618 3041 6.16254
3619 3860 7.16254
3620 6986 13.1625
3621 5617 7.16254
3622 6083 6.16254
3623 3837 11.1625
3624 212 11.1625
3625 8288 5.16254
3626 6926 11.1625
3627 6020 5.16254
3628 1613 5.16254
3629 2778 13.1625
3630 9602 8.16254
3631 3815 9.16254
3632 787 6.16254
3633 7263 11.1625
3634 8666 9.16254
3635 8747 11.1625
3636 4472 12.1625
3637 4375 11.1625
3638 6497 13.1625
3639 3882 9.16254
3640 7193 13.1625
3641 2929 10.1625
3642 2609 12.1625
3643 2308 8.16254
3644 6453 6.16254
3645 6295 9.16254
3646 3463 7.16254
3647 8214 5.16254
3648 3200 9.16254
3649 9661 13.1625
3650 9767 13.1625
3651 9102 9.16254
3652 5940 10.1625
3653 6379 8.16254
3654 3274 12.1625
3655 2313 9.16254
3656 5598 9.16254
3657 7754 7.16254
3658 8939 10.1625
3659 4014 5.16254
3660 8313 6.16254
3661 4615 9.16254
3662 422 11.1625
3663 9191 14.1625
3664 3056 7.16254
3665 5489 6.16254
3666 429 9.16254
3667 8647 10.1625
3668 9653 5.16254
3669 1973 12.1625
3670 8454 5.16254
3671 4979 11.1625
3672 2693 8.16254
3673 3844 14.1625
3674 4379 11.1625
3675 192 13.1625
3676 8169 12.1625
3677 6052 11.1625
3678 802 14.1625
3679 3797 9.16254
3680 5682 10.1625
3681 8266 9.16254
3682 5462 7.16254
3683 5646 9.16254
3684 5107 8.16254
3685 1209 8.16254
3686 5070 13.1625
3687 9197 9.16254
3688 506 14.1625
3689 980 9.16254
3690 2484 12.1625
3691 744 13.1625
3692 9143 12.1625
3693 2411 5.16254
3694 3625 6.16254
3695 6969 6.16254
3696 7077 8.16254
3697 166 14.1625
3698 3734 12.1625
3699 2403 7.16254
3700 6596 13.1625
3701 3986 13.1625
3702 1385 9.16254
3703 1014 6.16254
3704 7809 12.1625
3705 9941 7.16254
3706 6330 7.16254
3707 2531 6.16254
3708 9066 11.1625
3709 8584 5.16254
3710 1151 6.16254
3711 5164 11.1625
3712 792 14.1625
3713 5516 6.16254
3714 4308 6.16254
3715 6532 6.16254
3716 3116 6.16254
3717 2573 6.16254
3718 5286 8.16254
3719 9556 7.16254
3720 328 5.16254
3721 3391 14.1625
3722 3351 13.1625
3723 5297 9.16254
3724 2448 10.1625
3725 6692 6.16254
3726 9437 13.1625
3727 4994 7.16254
3728 352 10.1625
3729 9503 12.1625
3730 14 6.16254
3731 5566 7.16254
3732 9720 6.16254
3733 7631 6.16254
3734 6473 11.1625
3735 9686 14.1625
3736 9853 6.16254
3737 5042 8.16254
3738 2166 5.16254
3739 5623 8.16254
3740 5804 11.1625
3741 9797 8.16254
3742 8919 9.16254
3743 8638 10.1625
3744 5303 7.16254
3745 5515 14.1625
3746 5762 8.16254
3747 31 6.16254
3748 2386 10.1625
3749 2074 6.16254
3750 6435 14.1625
3751 7243 7.16254
3752 8004 5.16254
3753 1077 6.16254
3754 5790 12.1625
3755 4786 12.1625
3756 3763 7.16254
3757 8420 14.1625
3758 959 14.1625
3759 3537 14.1625
3760 5203 6.16254
3761 4746 14.1625
3762 3299 7.16254
3763 9614 7.16254
3764 4023 9.16254
3765 7709 8.16254
3766 5033 12.1625
3767 9912 12.1625
3768 404 10.1625
3769 4792 12.1625
3770 855 9.16254
3771 9372 13.1625
3772 5746 13.1625
3773 8883 12.1625
3774 4854 13.1625
3775 6133 10.1625
3776 3057 13.1625
3777 5770 10.1625
3778 5658 12.1625
3779 3625 7.16254
3780 8658 8.16254
3781 3306 6.16254
3782 9453 9.16254
3783 8313 5.16254
3784 5792 12.1625
3785 7635 12.1625
3786 4267 11.1625
3787 2849 7.16254
3788 6385 14.1625
3789 9884 11.1625
3790 7319 14.1625
3791 4462 14.1625
3792 64 13.1625
3793 8317 6.16254
3794 5619 10.1625
3795 6986 7.16254
3796 6443 5.16254
3797 9553 10.1625
3798 5095 9.16254
3799 7339 14.1625
3800 2556 11.1625
3801 9117 11.1625
3802 5149 10.1625
3803 3 6.16254
3804 5283 8.16254
3805 4357 12.1625
3806 9070 8.16254
3807 4563 8.16254
3808 635 8.16254
3809 6439 7.16254
3810 9571 5.16254
3811 2116 8.16254
3812 6884 7.16254
3813 5078 14.1625
3814 1120 9.16254
3815 4450 14.1625
3816 559 13.1625
3817 2083 14.1625
3818 7118 14.1625
3819 408 10.1625
3820 5138 7.16254
3821 8170 5.16254
3822 6749 13.1625
3823 4927 8.16254
3824 8780 6.16254
3825 5222 11.1625
3826 7958 10.1625
3827 7532 11.1625
3828 592 5.16254
3829 9988 9.16254
3830 6612 13.1625
3831 6971 14.1625
3832 9591 6.16254
3833 6044 11.1625
3834 4305 5.16254
3835 3860 11.1625
3836 4382 8.16254
3837 5236 8.16254
3838 7929 6.16254
3839 100 13.1625
3840 3113 9.16254
3841 8227 13.1625
3842 4244 11.1625
3843 9081 14.1625
3844 8373 9.16254
3845 8132 7.16254
3846 5093 13.1625
3847 5323 9.16254
3848 7324 8.16254
3849 4561 7.16254
3850 2568 7.16254
3851 1075 6.16254
3852 2035 12.1625
3853 9665 5.16254
3854 8057 9.16254
3855 9840 13.1625
3856 6670 11.1625
3857 5408 7.16254
3858 3830 10.1625
3859 8917 13.1625
3860 3562 11.1625
3861 356 10.1625
3862 3737 11.1625
3863 6506 12.1625
3864 212 7.16254
3865 4275 9.16254
3866 2654 5.16254
3867 1314 8.16254
3868 4826 8.16254
3869 7818 8.16254
3870 3910 10.1625
3871 5637 13.1625
3872 5729 14.1625
3873 4661 9.16254
3874 7119 9.16254
3875 4929 10.1625
3876 2212 12.1625
3877 2503 13.1625
3878 4129 7.16254
3879 177 9.16254
3880 1660 11.1625
3881 287 6.16254
3882 1385 12.1625
3883 586 6.16254
3884 5745 6.16254
3885 678 12.1625
3886 7647 10.1625
3887 3401 5.16254
3888 528 14.1625
3889 4519 6.16254
3890 1643 7.16254
3891 1495 11.1625
3892 7898 6.16254
3893 2971 9.16254
3894 4590 14.1625
3895 9534 6.16254
3896 7601 7.16254
3897 3729 12.1625
3898 3005 14.1625
3899 8363 6.16254
3900 4302 9.16254
3901 9988 14.1625
3902 105 5.16254
3903 8491 10.1625
3904 3036 12.1625
3905 9863 10.1625
3906 5625 12.1625
3907 1701 7.16254
3908 8521 13.1625
3909 7135 8.16254
3910 7820 5.16254
3911 2527 12.1625
3912 8074 14.1625
3913 9156 8.16254
3914 2154 11.1625
3915 2995 9.16254
3916 1309 13.1625
3917 1572 6.16254
3918 9539 12.1625
